Código do domicilio,Ano de referência,Total de moradores,Código do entrevistador,Código do Núcleo PM,Condição no domicílio,Cônjuge de sexo diferente,Cônjuge do mesmo sexo,Total de filhos ou enteados,Cônjuge no domicílio,Filhos ou enteados no domicílio,Arranjo familiar,Sexo do responsável,Total de homens no domicíio,Total de mulheres no domicílio,Idade do responsável,Cor ou Raça do responsável,Relação do responsável com a APM,Total de alunos Passos Mágicos,Total de bolsistas,Total bolsistas Decisão,Total bolsistas João Paulo II,Total bolsistas Einstein,Total bosistas FIAP,Total bolsistas UNISA,Total bolsistas Estácio,Total bolsistas Outros,Total de inativos Passos Mágicos,Total PIT,Total PO,Total PD,Total trabalhadores infantis,Total FFT,Total FT,Total desempregados de longo prazo,Total trabalhadores formais,Total trabalhadores informais,Privação trabalho formal,Valor total rendas do trabalho,Total indivíduos BPC/LOAS,Valor total BPC/LOAS,Total indivíduos Bolsa Família,Valor total Bolsa Família,Total indivíduos Outros Programas,Valor total Outros Programas,Total indivíduos Aposentadoria,Valor total Aposentadoria,Total indivíduos Seguro desemprego,Valor total Seguro desemprego,Total indivíduos Pensão ou mesada,Valor total Pensão ou mesada,Total indivíduos Aluguel,Valor total Aluguel,Valor total Rendas Programas Sociais,Valor total Outras Rendas,Valor Renda total do domicílio,Origem da renda,Renda per capita,Renda per capita em faixas,Renda total em faixas,Linhas pobreza,Tipo do domicílio,Material predominante do piso,Quantos cômodos?,Quantos dormitórios?,Disponibilidade de água encanada,Quantos banheiros exclusivos?,Quantos banheiros compartilhados?,Forma de escoamento do esgoto?,Origem da energia elétrica?,Combustível usado para cozinhar?,Caracterize a propriedade do domicílio,Quantos moradores possuem telefone celular?,Possui telefone fixo?,Tem geladeira ou freezer?,Tem televisor?,Tem computador?,Tem acesso à internet?,Tem internet via celular?,Tem automóvel?
2020C1005,2020,6,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,1,0,4,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,3,3,23,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,1,privação de trabalho formal,1568,0,0,1,253,0,0,0,0,0,0,1,200,0,0,253,200,2021,trabalho e programas sociais e outras rendas,336.8333333333333,"R$ 278,01 a R$ 557,00","R$ 1.569,00 a R$ 2.090,00 [2 SM]",pobreza,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,1,Não,Sim,"Sim, somente de tubo",Não,Não,Sim,Sim
2020C1006,2020,6,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,4,2,24,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,1,1,0,0,0,0,0,0,0,4,4,0,0,0,4,0,1,0,não,1568,1,1900,1,270,0,0,0,0,0,0,0,0,0,0,2170,0,3738,trabalho e programas sociais,623.0,"R$ 557,01 a R$ 836,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",PSE2020,Casa,Cimento,4,2,Canalizada em pelo menos um cômodo,2,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,3,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Não,Sim
2020C1007,2020,4,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,3,1,41,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,1,privação de trabalho formal,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,renda do trabalho,392.0,"R$ 278,01 a R$ 557,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Sim,Sim
2020C1008,2020,4,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,2,40,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,1,1,0,1,2,0,1,1,não,1568,0,0,1,120,0,0,0,0,0,0,0,0,0,0,120,0,1688,trabalho e programas sociais,422.0,"R$ 278,01 a R$ 557,00","R$ 1.569,00 a R$ 2.090,00 [2 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Não,Sim
2020C1009,2020,4,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,2,2,35,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,não,2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613,renda do trabalho,653.25,"R$ 557,01 a R$ 836,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",5,3,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - ainda pagando,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Não,Sim
2020C1010,2020,3,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,1,2,30,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,privação de trabalho formal,2090,0,0,1,180,0,0,0,0,0,0,0,0,0,0,180,0,2270,trabalho e programas sociais,756.6666666666666,"R$ 557,01 a R$ 836,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",EG,Casa,"Cerâmica, lajota ou pedra",2,1,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,2,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Sim,Sim
2020C1011,2020,4,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,2,36,Preta,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,0,não,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,renda do trabalho,261.25,"R$ 0,00 a R$ 278,00","R$ 526,00 [0,5 SM] a R$ 1.045,00 [1 SM]",pobreza,Casa,"Cerâmica, lajota ou pedra",3,2,Canalizada só na propriedade ou terreno,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,2,Não,Sim,"Sim, somente de tubo",Não,Sim,Sim,Não
2020C1012,2020,5,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,2,3,51,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,4,3,1,0,0,4,1,2,1,não,4704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4704,renda do trabalho,940.8,"R$ 836,01 a R$ 1.115,00","R$ 4.181,00 a R$ 5.225,00 [5 SM]",EG,Casa,"Cerâmica, lajota ou pedra",6,3,Canalizada só na propriedade ou terreno,4,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,5,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020C1013,2020,4,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,2,33,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,1,não,2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613,renda do trabalho,653.25,"R$ 557,01 a R$ 836,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",3,1,Canalizada só na propriedade ou terreno,2,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,1,Não,Sim,"Sim, somente de tubo",Não,Não,Não,Não
2020C1014,2020,5,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,3,37,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,1,0,1,privação de trabalho formal,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,renda do trabalho,313.6,"R$ 278,01 a R$ 557,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",pobreza,Casa,"Cerâmica, lajota ou pedra",3,1,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - ainda pagando,1,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Sim,Sim
2020C1015,2020,3,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,1,34,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,não,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,renda do trabalho,1045.3333333333333,"R$ 836,01 a R$ 1.115,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",EG,Casa,"Cerâmica, lajota ou pedra",3,1,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,2,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020C1016,2020,3,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,0,0,2,Sem Cônjuge,Com filhos,Monoparental,Mulher,2,1,37,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,privação de trabalho formal,762,0,0,1,250,0,0,0,0,0,0,1,400,0,0,250,400,1412,trabalho e programas sociais e outras rendas,470.6666666666667,"R$ 278,01 a R$ 557,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",4,1,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Sim,Não
2020C1017,2020,3,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,1,2,53,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,1,não,2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2240,renda do trabalho,746.6666666666666,"R$ 557,01 a R$ 836,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",EG,Casa,"Cerâmica, lajota ou pedra",2,1,Canalizada só na propriedade ou terreno,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,2,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Não,Não
2020C1018,2020,4,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,3,1,47,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,privação de trabalho formal,3413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3413,renda do trabalho,853.25,"R$ 836,01 a R$ 1.115,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",EG,Casa,"Cerâmica, lajota ou pedra",6,3,Canalizada só na propriedade ou terreno,2,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Sim,Sim
2020C1019,2020,2,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,0,0,1,Sem Cônjuge,Com filhos,Monoparental,Mulher,1,1,38,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,privação de trabalho formal,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,renda do trabalho,784.0,"R$ 557,01 a R$ 836,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",EG,Casa,"Cerâmica, lajota ou pedra",3,1,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Sim,Não
2020C1020,2020,4,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,1,3,34,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,não,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,renda do trabalho,784.0,"R$ 557,01 a R$ 836,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",EG,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada só na propriedade ou terreno,2,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Sim,Sim
2020C1021,2020,4,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,1,3,43,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,não,6793,0,0,0,0,0,0,1,1045,0,0,0,0,0,0,1045,0,7838,trabalho e programas sociais,1959.5,"R$ 1.952,01 a R$ 2.231,00","R$ 7.316,00 a R$ 10.450,00 [10SM]",acima SP,Casa,"Cerâmica, lajota ou pedra",6,2,Canalizada só na propriedade ou terreno,2,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Não,Sim,Sim
2020C1022,2020,3,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,1,2,39,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,1,não,4181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4181,renda do trabalho,1393.6666666666667,"R$ 1.115,01 a R$ 1.394,00","R$ 4.181,00 a R$ 5.225,00 [5 SM]",SP,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada só na propriedade ou terreno,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Não,Sim,Sim
2020C1023,2020,3,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,1,2,36,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,1,não,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090,renda do trabalho,696.6666666666666,"R$ 557,01 a R$ 836,00","R$ 1.569,00 a R$ 2.090,00 [2 SM]",EG,Casa,"Cerâmica, lajota ou pedra",2,1,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,2,Não,Sim,"Sim, somente de tubo",Não,Não,Sim,Não
2020C1027,2020,4,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,1,3,30,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,1,não,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,renda do trabalho,784.0,"R$ 557,01 a R$ 836,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",EG,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada só na propriedade ou terreno,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Não,Não
2020C1030,2020,4,Adriana Pistori,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,3,1,37,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,não,5226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5226,renda do trabalho,1306.5,"R$ 1.115,01 a R$ 1.394,00","R$ 5.226,00 a R$ 7.315,00 [7 SM]",EG,Casa,"Cerâmica, lajota ou pedra",3,2,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por empregador,3,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020C2043,2020,3,Adriana Pistori,Cipó,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,2,1,52,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,1,privação de trabalho formal,2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613,renda do trabalho,871.0,"R$ 836,01 a R$ 1.115,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",EG,Casa,"Cerâmica, lajota ou pedra",6,2,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020C2044,2020,4,Adriana Pistori,Cipó,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,2,2,27,Parda,Responsável por aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,privação de trabalho formal,2045,0,0,1,269,0,0,0,0,0,0,0,0,0,0,269,0,2314,trabalho e programas sociais,578.5,"R$ 557,01 a R$ 836,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Não,Não
2020C2045,2020,5,Adriana Pistori,Cipó,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,3,2,45,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,4,2,2,0,0,4,2,0,2,privação de trabalho formal,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,renda do trabalho,627.2,"R$ 557,01 a R$ 836,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",PSE2020,Casa,Cimento,6,3,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,2,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020C2046,2020,4,Adriana Pistori,Cipó,Pessoa responsável pelo domicílio,0,0,3,Sem Cônjuge,Com filhos,Monoparental,Mulher,2,2,46,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,3,0,1,0,3,0,1,2,não,4181,0,0,0,0,0,0,0,0,0,0,1,1148,0,0,0,1148,5329,trabaho e outras rendas,1332.25,"R$ 1.115,01 a R$ 1.394,00","R$ 5.226,00 a R$ 7.315,00 [7 SM]",EG,Casa,"Cerâmica, lajota ou pedra",7,3,Canalizada só na propriedade ou terreno,2,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Sim,Sim
2020C2047,2020,4,Adriana Pistori,Cipó,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,2,2,58,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,privação de trabalho formal,2566,0,0,1,130,0,0,0,0,0,0,0,0,0,0,130,0,2696,trabalho e programas sociais,674.0,"R$ 557,01 a R$ 836,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",EG,Casa,"Cerâmica, lajota ou pedra",5,2,Canalizada só na propriedade ou terreno,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,2,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020C2052,2020,4,Adriana Pistori,Cipó,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,1,3,33,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,privação de trabalho formal,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,renda do trabalho,392.0,"R$ 278,01 a R$ 557,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada só na propriedade ou terreno,2,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Sim,Sim
2020C2058,2020,3,Adriana Pistori,Cipó,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,1,45,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,1,não,3616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3616,renda do trabalho,1205.3333333333333,"R$ 1.115,01 a R$ 1.394,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",EG,Casa,"Cerâmica, lajota ou pedra",5,2,Canalizada só na propriedade ou terreno,2,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Sim,Sim
2020C2059,2020,8,Adriana Pistori,Cipó,Pessoa responsável pelo domicílio,0,0,0,Sem Cônjuge,Sem filhos,Consanguíneo,Mulher,2,6,56,Preta,Avô(ó) de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,7,4,2,0,1,6,0,3,1,não,6126,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,300,6426,trabaho e outras rendas,803.25,"R$ 557,01 a R$ 836,00","R$ 5.226,00 a R$ 7.315,00 [7 SM]",EG,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada só na propriedade ou terreno,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,7,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020C2060,2020,5,Adriana Pistori,Cipó,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,3,2,32,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,1,não,5226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5226,renda do trabalho,1045.2,"R$ 836,01 a R$ 1.115,00","R$ 5.226,00 a R$ 7.315,00 [7 SM]",EG,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada só na propriedade ou terreno,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020C2062,2020,4,Adriana Pistori,Cipó,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,3,1,53,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,1,não,5225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5225,renda do trabalho,1306.25,"R$ 1.115,01 a R$ 1.394,00","R$ 4.181,00 a R$ 5.225,00 [5 SM]",EG,Casa,"Cerâmica, lajota ou pedra",3,1,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,4,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Não,Sim
